Serial,OPEID,InstitutionName,Address,City,ST,Zip,BwrsWhoEnteredRepayment Status,BwrsInDefault,CohortDefaultRate,TotalBwrsInDefault,TotalPrincipalOutstandingOnLoansInDefault
000755,00137200,Western State Colorado University,Taylor Hall,Gunnison,CO,81231-0000,49,3,6.12%,225,473139
000712,00754800,Westwood College - Denver North,7350 North Broadway,Denver,CO,80221-3653,43,6,13.95%,410,746255
000757,00137400,Albertus Magnus College,700 Prospect Street,New Haven,CT,06511-1189,45,14,31.11%,64,190397
000763,00137800,Central Connecticut State University,1615 Stanley Street,New Britain,CT,06050-2490,248,56,22.58%,678,1152194
000767,00137900,Connecticut College,270 Mohegan Avenue,New London,CT,06320-4196,107,11,10.28%,128,284533
000769,00142500,Eastern Connecticut State University,83 Windham Street,Willimantic,CT,06226-2295,89,20,22.47%,359,499755
000770,00138500,Fairfield University,1073 North Benson Road,Fairfield,CT,06824-5171,256,18,7.03%,165,241093
007930,00730300,Lincoln Technical Institute,200 John Downey Drive,New Britain,CT,06051-2904,7,5,71.43%,0,0
000779,00139300,Mitchell College,437 Pequot Avenue,New London,CT,06320-4498,63,15,23.81%,202,377349
000777,00698200,Naugatuck Valley Community College,750 Chase Parkway,Waterbury,CT,06708-3089,0,0,0%,13,11567
000786,00745900,Paier College of Art,20 Gorham Avenue,Hamden,CT,06514-3902,16,3,18.75%,20,44891
000787,00140100,Post University,800 Country Club Road,Waterbury,CT,06723-3240,73,35,47.95%,0,0
000789,00140200,Quinnipiac University,275 Mount Carmel Avenue,Hamden,CT,06518-1908,169,0,0%,135,269099
000791,00140300,Sacred Heart University,5151 Park Avenue,Fairfield,CT,06825-1000,30,6,20%,43,83340
000796,00140600,Southern Connecticut State University,501 Crescent Street,New Haven,CT,06515-1355,181,46,25.41%,690,1527857
000782,01242500,Stone Academy,560 Saw Mill Road,West Haven,CT,06516-4049,31,15,48.39%,129,170158
000780,00976500,Three Rivers Community College,574 New London Turnpike,Norwich,CT,06360-6598,0,0,0%,18,13041
000799,00141400,Trinity College,300 Summit Street,Hartford,CT,06106-3100,71,5,7.04%,48,212754
000800,00976400,Tunxis Community College,271 Scott Swamp Road,Farmington,CT,06032-3187,0,0,0%,25,55236
000801,00141600,University of Bridgeport,126 Park Avenue,Bridgeport,CT,06601-5650,249,56,22.49%,718,1978355
000802,00141700,University of Connecticut,352 Mansfield Road,Storrs,CT,06269-2151,948,61,6.43%,605,1063565
000803,00142200,University of Hartford,200 Bloomfield Avenue,West Hartford,CT,06117-1599,263,21,7.98%,444,771175
000804,00139700,University of New Haven,300 Boston Post Road,West Haven,CT,06516-1999,88,19,21.59%,346,855663
000792,00140900,University of Saint Joseph,1678 Asylum Avenue,West Hartford,CT,06117-2791,72,17,23.61%,46,239147
000807,00142400,Wesleyan University,237 High Street,Middletown,CT,06459-3208,163,13,7.98%,145,680594
000808,00138000,Western Connecticut State University,181 White Street,Danbury,CT,06810-6826,47,6,12.77%,299,589366
000809,00142600,Yale University,246 Church Street,New Haven,CT,06520-8288,443,17,3.84%,307,1916915
000811,00142800,Delaware State University,1200 North Dupont Highway,Dover,DE,19901-2277,57,33,57.89%,44,83243
000812,02144900,Delaware Technical  Community College,333 Shipley Street - #103,Wilmington,DE,19801-2412,0,0,0%,19,20345
000815,01172700,Delaware Technical Community College,Financial Aid Office,Dover,DE,19901-8736,0,0,0%,5,6194
000814,00705300,Delaware Technical Community College - Owens Campus,21179 College Drive,Georgetown,DE,19947-0000,0,0,0%,19,23879
000816,00142900,Goldey-Beacom College,4701 Limestone Road,Wilmington,DE,19808-1993,46,13,28.26%,58,226767
000818,00143100,University of Delaware,104 Hullihen Hall,Newark,DE,19716-0099,458,15,3.28%,513,1048323
000819,00143300,Wesley College,120 North State Street,Dover,DE,19901-3875,47,15,31.91%,189,287341
000822,00143400,American University (The),4400 Massachusetts Avenue NW,Washington,DC,20016-8020,170,16,9.41%,444,1127688
000830,00143700,Catholic University of America (The),620 Michigan Avenue  Northeast,Washington,DC,20064-0002,245,17,6.94%,430,868012
000832,01195000,Corcoran College of Art and Design,500 17th Street  NW,Washington,DC,20006-4804,55,5,9.09%,42,108880
000837,00144300,Gallaudet University,800 Florida Avenue NorthEast,Washington,DC,20002-3695,36,7,19.44%,85,215487
000839,00144400,George Washington University,2121 Eye Street Northwest,Washington,DC,20052-2353,837,29,3.46%,718,2457853
000840,00144500,Georgetown University,37th and O Streets Northwest,Washington,DC,20057-1252,716,22,3.07%,221,1491582
000841,00144800,Howard University,2400 Sixth Street  NW,Washington,DC,20059-0001,44,13,29.55%,313,1012318
000848,00145900,Strayer University,1133 15th  Street NW,Washington,DC,20005-2603,0,0,0%,62,29929
000850,00146000,Trinity College,125 Michigan Avenue  Northeast,Washington,DC,20017-1004,46,11,23.91%,66,203930
000836,00144100,University of the District of Columbia,4200 Connecticut Avenue Northwest,Washington,DC,20008-1175,89,66,74.16%,138,221481
000856,01019500,Art Institute of Fort Lauderdale (The),1799 Southeast 17th Street,Fort Lauderdale,FL,33316-3013,114,34,29.82%,949,1011678
000857,00146600,Barry University,11300 Northeast 2 Avenue,Miami Shores,FL,33161-6628,75,30,40%,243,531434
005856,02089600,Concorde Career Institute,7259 Salisbury Road,Jacksonville,FL,32256-6905,18,8,44.44%,43,90430
000874,00148700,Eckerd College,4200 54th Avenue South,Saint Petersburg,FL,33711-4744,108,13,12.04%,161,212310
000877,00147900,Embry-Riddle Aeronautical University,600 South Clyde Morris Boulevard,Daytona Beach,FL,32114-3900,399,20,5.01%,176,670836
008506,03108500,Everglades University,5002 T-Rex Avenue,Boca Raton,FL,33431-0000,4,0,0%,14,15442
000878,00789300,Flagler College,74 King Street,Saint Augustine,FL,32085-4342,74,18,24.32%,40,75747
000879,00148000,Florida Agricultural & Mechanical University,1500 S Martin Luther King Jr Blvd,Tallahassee,FL,32307-3100,160,78,48.75%,671,1251160
000880,00148100,Florida Atlantic University,777 Glades Road,Boca Raton,FL,33431-6498,108,18,16.67%,203,569274
000881,00148200,Florida College,119 North Glen Arven Avenue,Temple Terrace,FL,33617-5578,39,9,23.08%,90,152954
007960,03008600,Florida College of Natural Health,2001 West Sample Road,Pompano Beach,FL,33064-1342,13,1,7.69%,34,53875
000882,00146900,Florida Institute of Technology,150 West University Boulevard,Melbourne,FL,32901-6988,158,22,13.92%,154,400933
000883,00963500,Florida International University,Modesto A. Maidique Campus,Miami,FL,33199-0001,100,24,24%,472,1116161
007565,02547600,Florida National University,4425 West Jose Regueiro 20th Avenue,Hialeah,FL,33012-4108,5,0,0%,5,4396
000887,00148800,Florida Southern College,111 Lake Hollingsworth Drive,Lakeland,FL,33801-5698,80,12,15%,107,336426
000888,00148900,Florida State University,211 Wescott Building,Tallahassee,FL,32306-1470,388,32,8.25%,577,1721215
000895,00149500,Jacksonville University,2800 University Boulevard North,Jacksonville,FL,32211-3394,78,21,26.92%,189,523098
000896,00149700,Jones College,1195 Edgewood Avenue South,Jacksonville,FL,32205-5395,4,0,0%,0,0
006085,02151900,Keiser University,1500 Northwest 49th Street,Fort Lauderdale,FL,33309-3700,67,2,2.99%,345,319989
000904,00150500,Lynn University,3601 North Military Trail,Boca Raton,FL,33431-5598,3,0,0%,102,168537
000906,00150600,Miami Dade College,300 Northeast 2 Avenue,Miami,FL,33132-2297,445,35,7.87%,1472,2929259
005464,00887800,Miami International University of Art & Design,1501 Biscayne Boulevard,Miami,FL,33132-1418,41,7,17.07%,133,120302
000908,00150800,North Florida Community College,325 NW Turner Davis Drive,Madison,FL,32340-1699,0,0,0%,57,11228
000909,00150900,Nova Southeastern University,3301 College Avenue,Fort Lauderdale,FL,33314-7796,158,16,10.13%,180,467877
000911,00884900,Palm Beach Atlantic University,901 South Flagler Drive,West Palm Beach,FL,33401-6505,64,5,7.81%,63,120093
000918,00151500,Rollins College,1000 Holt Avenue,Winter Park,FL,32789-4499,81,19,23.46%,120,1366747
000923,00152600,Saint Leo University,33701 State Road 52,Saint Leo,FL,33574-6665,1,1,100%,0,0
000860,00146800,Saint Thomas University,16401 N W 37th Avenue,Miami Gardens,FL,33054-0000,115,27,23.48%,385,1064508
008509,03123900,Southeastern College,6812 Forest Hill Blvd D1,Greenacres,FL,33413-0000,5,0,0%,15,11032
000932,00152100,Southeastern University,1000 Longfellow Boulevard,Lakeland,FL,33801-6099,97,23,23.71%,161,278382
000924,00152800,St. Petersburg College,6021 142nd Avenue North,Clearwater,FL,33760-3768,0,0,0%,19,26234
000933,00153100,Stetson University,421 North Woodland Boulevard,DeLand,FL,32723-3761,283,45,15.9%,324,1123836
005003,02508900,Talmudic College of Florida,4000 Alton Road,Miami Beach,FL,33140-1507,2,0,0%,0,0
000889,00395400,University of Central Florida,4000 Central Florida Boulevard,Orlando,FL,32816-0001,191,25,13.09%,379,925926
000939,00153500,University of Florida,226 Tigert Hall,Gainesville,FL,32611-3150,971,55,5.66%,1082,3337460
000940,00153600,University of Miami,1204 Dickinson Drive,Coral Gables,FL,33146-6531,760,45,5.92%,1518,3688425
000942,00153700,University of South Florida,4202 East Fowler Avenue,Tampa,FL,33620-6960,223,33,14.8%,643,1105356
000943,00153800,University of Tampa (The),401 West Kennedy Boulevard,Tampa,FL,33606-1490,132,18,13.64%,190,247163
000944,00395500,University of West Florida (The),11000 University Parkway,Pensacola,FL,32514-5750,143,22,15.38%,309,711748
000946,00884800,Warner University,13895  Highway 27,Lake Wales,FL,33859-8725,25,7,28%,29,82517
000948,00154000,Webber International University,1201 Scenic Highway,Babson Park,FL,33827-0096,39,21,53.85%,61,117006
000949,00154100,Abraham Baldwin Agricultural College,2802 Moore Highway,Tifton,GA,31793-2601,0,0,0%,239,288019
000953,00154400,Albany State University,504 College Drive,Albany,GA,31705-2796,33,14,42.42%,172,135596
001019,00927000,Art Institute of Atlanta (The),6600 Peachtree Dunwoody Road,Atlanta,GA,30328-1649,51,21,41.18%,1400,1398374
000971,00155400,Berry College,2277 Martha Berry Highway NW,Mount Berry,GA,30149-5007,56,4,7.14%,30,97364
000975,00155600,Brenau University,500 Washington Street  SE,Gainesville,GA,30501-3668,81,11,13.58%,84,169363
000976,00155700,Brewton Parker College,201 David Eliza Fountain Circle,Mount Vernon,GA,30445-0000,31,16,51.61%,149,116451
006093,02060900,Brown College of Court Reporting,1900 Emery Street Northwest,Atlanta,GA,30318-2570,54,5,9.26%,69,86761
007941,00155900,Clark Atlanta University,223 James P. Brawley Drive SW,Atlanta,GA,30314-4385,219,26,11.87%,832,2117327
000982,00897600,Clayton State University,2000 Clayton State Boulevard,Morrow,GA,30260-0285,0,0,0%,2,1770
000984,00156100,Columbus State University,4225 University Avenue,Columbus,GA,31907-5645,34,10,29.41%,140,192868
000987,00348400,Covenant College,14049 Scenic Highway,Lookout Mountain,GA,30750-4164,88,9,10.23%,89,178879
000997,00156400,Emory University,200 Dowman Drive Suite 300,Atlanta,GA,30322-1960,291,11,3.78%,134,627396
000999,00156600,Fort Valley State University,1005 State University Drive,Fort Valley,GA,31030-3298,72,26,36.11%,606,824584
001001,00160200,Georgia College & State University,231 West Hancock Street,Milledgeville,GA,31061-0490,68,5,7.35%,39,132498
001002,00156900,Georgia Institute of Technology,225 North Avenue Northwest,Atlanta,GA,30332-0325,165,5,3.03%,111,387599
001020,00157900,Georgia Regents University,1120 Fifteenth Street,Augusta,GA,30912-0004,164,19,11.59%,154,174677
001004,00157200,Georgia Southern University,Rosenwald Bldg  Sweetheart Circle,Statesboro,GA,30460-8065,185,48,25.95%,316,460937
001005,00157300,Georgia Southwestern State University,800 GSW University Drive,Americus,GA,31709-4693,32,3,9.38%,83,1024651
001006,00157400,Georgia State University,30 Courtland Street,Atlanta,GA,30303-3010,285,54,18.95%,851,1680964
006607,02284300,Interactive College of Technology,5303 New Peachtree Road,Chamblee,GA,30341-2818,0,0,0%,54,54338
001012,00156800,Interdenominational Theological Center,700 Martin Luther King Jr Drive SW,Atlanta,GA,30314-4143,7,1,14.29%,43,64229
001013,00157700,Kennesaw State University,1000 Chastain Road,Kennesaw,GA,30144-5591,66,25,37.88%,126,182248
001014,00157800,LaGrange College,601 Broad Street,LaGrange,GA,30240-2999,45,8,17.78%,58,123403
005611,02074800,Life University,1269 Barclay Circle,Marietta,GA,30060-2996,251,54,21.51%,449,1645771
001022,00158000,Mercer University,1400 Coleman Avenue,Macon,GA,31207-0001,201,17,8.46%,160,595963
001024,00158200,Morehouse College,830 Westview Drive SW,Atlanta,GA,30314-3773,80,45,56.25%,1261,1953627
006094,02482100,Morehouse School of Medicine,720 Westview Drive Southwest,Atlanta,GA,30310-1495,24,4,16.67%,44,316859
001030,00158600,Oglethorpe University,4484 Peachtree Road  Northeast,Atlanta,GA,30319-2737,61,12,19.67%,89,222749
001031,00158700,Paine College,1235 Fifteenth Street,Augusta,GA,30901-3182,38,5,13.16%,141,115809
001039,00159000,Savannah State University,3219 College Street,Savannah,GA,31404-5298,75,33,44%,365,475798
001041,00159100,Shorter University,315 Shorter Avenue,Rome,GA,30165-4298,14,5,35.71%,136,317205
004731,01303900,South University,709 Mall Boulevard,Savannah,GA,31406-4881,106,17,16.04%,396,534433
005798,00157000,Southern Polytechnic State University,1100 South Marietta Parkway,Marietta,GA,30060-2896,0,0,0%,42,71395
001044,00159400,Spelman College,350 Spelman Lane Southwest,Atlanta,GA,30314-4399,80,6,7.5%,218,449583
001049,00159600,Toccoa Falls College,107 Kincaid Drive,Toccoa Falls,GA,30598-0001,5,2,40%,33,45904
001051,00159800,University of Georgia,Administration Building,Athens,GA,30602-1661,399,44,11.03%,175,451657
001028,00158500,University of North Georgia,82 College Circle,Dahlonega,GA,30597-0001,92,18,19.57%,72,159723
001059,00160100,University of West Georgia,1601 Maple Street,Carrollton,GA,30118-0002,175,63,36%,573,604607
001058,00160000,Wesleyan College,4760 Forsyth Road,Macon,GA,31210-4462,51,11,21.57%,59,138614
001063,00160500,Chaminade University of Honolulu,3140 Waialae Avenue,Honolulu,HI,96816-1578,68,19,27.94%,0,0
001067,00727900,Hawaii Pacific University,1164 Bishop Street,Honolulu,HI,96813-2882,183,23,12.57%,163,316554
001071,00161200,Honolulu Community College,874 Dillingham Boulevard,Honolulu,HI,96817-4598,42,10,23.81%,196,283567
001073,00161300,Kapiolani Community College,4303 Diamond Head Road,Honolulu,HI,96816-4421,52,12,23.08%,70,117234
001074,00161400,Kauai Community College,3-1901 Kaumualii Highway,Lihue,HI,96766-9591,0,0,0%,1,1267
001075,00454900,Leeward Community College,96-045 Ala Ike,Pearl City,HI,96782-3393,19,6,31.58%,1,1500
001076,00161500,University of Hawaii Maui College,310 West Kaahumanu Avenue,Kahului,HI,96732-1644,52,15,28.85%,79,149705
001068,00161100,University of Hawaii at Hilo,200 West Kawili Street,Hilo,HI,96720-4091,85,19,22.35%,231,602358
001078,00161000,University of Hawaii at Manoa,2444 Dole Street,Honolulu,HI,96822-2399,499,53,10.62%,512,1796394
001080,01122000,Windward Community College,45-720 Keaahala Road,Kaneohe,HI,96744-3528,18,5,27.78%,18,31291
001081,00161600,Boise State University,1910 University Drive,Boise,ID,83725-1000,607,175,28.83%,1151,2388862
001082,00161700,College of Idaho (The),2112 Cleveland Boulevard,Caldwell,ID,83605-4432,48,7,14.58%,59,153654
001086,00162000,Idaho State University,919 South 8th Street,Pocatello,ID,83209-5377,238,16,6.72%,317,417590
001087,00162100,Lewis-Clark State College,500 8th Avenue,Lewiston,ID,83501-2698,37,1,2.7%,28,54622
001090,00162400,Northwest Nazarene University,623 South University Boulevard,Nampa,ID,83686-5897,68,5,7.35%,70,283456
001093,00162600,University of Idaho,709 Deakin Avenue,Moscow,ID,83844-4291,762,121,15.88%,696,1405899
001102,00163300,Augustana College,639 38th Street,Rock Island,IL,61201-2296,178,17,9.55%,129,333789
001103,00163400,Aurora University,347 South Gladstone Avenue,Aurora,IL,60506-4892,44,4,9.09%,150,252071
001167,00176700,Benedictine University,5700 College Road,Lisle,IL,60532-0900,142,31,21.83%,205,394829
001109,00163900,Blackburn University,700 College Avenue,Carlinville,IL,62626-1498,0,0,0%,22,73555
001110,00164100,Bradley University,1501 West Bradley Avenue,Peoria,IL,61625-0002,202,14,6.93%,112,262094
001121,00169400,Chicago State University,9501 South  King Drive,Chicago,IL,60628-1598,31,2,6.45%,682,863466
001123,00164700,City Colleges of Chicago System Office,226 West Jackson Boulevard,Chicago,IL,60606-6998,39,3,7.69%,1169,387296
001132,00166600,Concordia University,7400 Augusta,River Forest,IL,60305-1499,54,10,18.52%,190,242627
001141,00167100,DePaul University,1 East Jackson Boulevard,Chicago,IL,60604-2287,186,15,8.06%,324,1270711
001142,01072700,DeVry University,3300 North Campbell,Chicago,IL,60618-5994,9941,1518,15.27%,19136,27299120
001270,00175000,Dominican University,7900 West Division Street,River Forest,IL,60305-1066,32,8,25%,145,358733
001143,00167400,Eastern Illinois University,600 Lincoln Avenue,Charleston,IL,61920-3099,341,27,7.92%,708,1459482
001146,00167600,Elmhurst College,190 Prospect Street,Elmhurst,IL,60126-3296,147,14,9.52%,134,257061
001147,00167800,Eureka College,300 East College Avenue,Eureka,IL,61530-9976,88,18,20.45%,32,50400
002065,01185800,Everest College,9811 Woods Drive  Suite 200,Skokie,IL,60077-1074,145,40,27.59%,4,8257
007216,02522800,Fox College,6640 S. Cicero,Bedford Park,IL,60638-1999,61,8,13.11%,24,56711
001153,00168200,Garrett - Evangelical Theological Seminary,2121 Sheridan Road,Evanston,IL,60201-2926,45,19,42.22%,81,238723
001156,00914500,Governors State University,1 University Parkway,University Park,IL,60466-0975,91,24,26.37%,265,638666
